,0
1431,"입양부모예요! 흔하지 않은 통찰력을 가진 자유 기고가 같아서...글을 음미하며 읽었네요! 아버지뿐 아니라 부모역할 자체가 이 땅에서 가장 ‘쉽지 않은’ 자리인 것 같아요. 그런데도 대부분 부모역할에 대한 고민없이 부모가 되어 좌충우돌하며 배우는 것 같습니다. 이쁜 아기 시기를 지나 유아, 청소년기를 지나는 과정의 아이를 보며 부모도 같이 성장하지요. 아이가 한 인격체로서 정신과 육체적으로 독립하는 과정에서 부모는 조력자역할을 감당해야 하는데...처음부터 홀로 양육을 생각하시는분들은 자신은 물론 아이입장을 최대한 고려해야겠죠^^"
1432,"'남자로서의 남편은 필요없지만, ATM기로서의 남편은 필요하다'와 동일한 논리. 결국 인간의 이기적인 면을 이쁘게 포장한 수준이하의 더러운 기사."
1433,아이에게 필요한 건 정자를 제공한 아버지가 아니라 목숨 바쳐 자신을 지켜줄 아빠가 아닐까.. 공감합니다!! 기고문을 읽기 전에 또 비혼출산 제도화 하라는 글인지 알고 댓글 쓰려다 댓글들을 보며 아 아니구나라고 다시 본문을 읽었습니다! 요즘 비혼출산으로 제도화 하라는 기사들이 많아 선입견을 가진 저를 돌아봅니다! 스위스에도 법과 현실의 간극이 있다니 안타깝습니다! 우리나라도 비혼이 제도화되지 않기를 바라고 전 세계와 우리나라도 생명윤리 성윤리가 바로서기를 소망합니다!
1434,아이가 반려견인가? 왜 아이에게 아빠로부터 사랑받을권리를 처음부터 빼앗아버리는거지?
1435,요즘 50대 만 해도 아부지 자격증 있는 사람들 옛날 꼰대 스타일들 그닥 없습니다. 타큰 애들 한텐 거반 친구나 다름없이 지내죠. 자신들이 성장하며 겪었던 기억을 떠올리면 사실 엄청 손해보는 감이 없지 않습니다 만. 요즘 트렌드에 맞춰야 그래도 사람대접좀 받는다는 사실을 잘 들 알고 있지요. 거기에 더해 와이프한테 큰소리내고. 하는거는 강심제를 밥먹듯 하는 사람 아니면 주위에 거의 없습니다. 요즘 세태가 이런데 좀 긍정 마인드로 세상을 바라보는 것 도 괜찮을 듯 싶습니다. 홀로 보단 둘. 둘보단 셋은 어떨까요. 좋은 벗 만나시길..
1436,"이 세상에서 가장 행복한게 사랑할 때 인데, 남 녀의 사랑, 추억..또 아이들이 좋은 사람들 받는 사랑, 추억, 아빠, 엄마, 가족..뭔가..사랑이 많은 쪽으로 세상이 나아갔으면 하는데..모든것이 개인, 경쟁, 우위, 다툼의 극한으로 치닫으며 이제 생식기능과 자식문제까지 개인주의로 향하는것이 종내에는 어떤 결과를 초래할지 모르겠습니다. 어떻게 태어나던 태어난 아이들에게 좋은 쪽으로 향하게 되길..아이 부모가 하나면, 주위에 그 아이를 지켜줄 여러 사회망이 있는 사회가 되기를.."
1437,흥미로운 기사 네요 아버지와 아빠는 의미는 같아도 개념이 다를수 있겠다 라는 생각을 공유해 봅니다 그렇지만 아이들에겐 아버지도 필요한 존재라는겁니다 아버지와 아빠로 산다는것 이것은 분명 어렵고 슬픈 일입니다
1438,입양가족이 더 이상적이라는 듯 비교하지마세요.이러면 힘들게 자기 몸과 삶 희생하면서 낳는 사람들 뭐라고 느껴지겠어요?입양 좋게 봐달라는 것 까지 이해하려는 마음이 사라지네요.누가 낳았는지도 모르는 취급하면 좋아요?반대로 고생하면서 아이들 지켜가는 부모는 양육에 비하면 아무것도 아니라는 것도 괜찮게 받아들여달라는 것도 어불성설 아닙니까?뭐든 지나치면 불쾌한 거예요.꼭 비교하는 글로 써서 비교당할 때에야 속이 후련한지.
1439,"뭘 바라지 말고 정자 사서 애나 낳아 키우세요, 님들이 바라는 슈퍼맨들은 좋은 여자들이 다 채감. 님들을 위한 슈퍼맨은 없음."
1440,아버지란 단어는 가부장적인의 사람의 대명사고아빠는 목숨바쳐 자신을 지켜줄 사람의 대명사다.그런데 두 단어는 한 사람을 가르킨다.한 사람을 두개의 인격으로 분리해놓은 정신분열상태다. 말인 즉은 나에게 희생을 강요하지 않고 나에게 희생해 줄 인격체가 필요하다.
1441,입양아나 그만 국외로 보내고 떠들어
1442,딴사람 자식 키워줄 호구 찾는다는건가?
1443,나라가 아주 혼자살으라고 발악을하는구나 ㅋㅋ
1444,글쓴이는 매우 구태한 생각 같네요. 좀 더 생각을 유연하게 하시길
1445,"독립적인 여성이 젊고 건강한 남성의 정자를 주입한다??? 그런 세상을 원한다??? 결혼 정보 회사는 신분제마냥 사회 상류층의 인물들을 등급으로 나눠어 주선하고 이 모든 것들이 사회 밑바닥 인생들을 더 비굴하게 하고 억압하고 좌절감이 들게 하는 것들이 아닌가. 그런데 이러한 것은 그대로 쭉 밀고 간다. 다른 분야에서의 여성 차별적, 장애 차별적, 노인 차별적 등에서는 밑바닥 인생을 보호하자고 난리들이다. 그런데 저 유능한 정자를 구해 여자에게 주입하고 또 상류층 인사들끼리 등급으로 맞선을 유도하는 행위, 이것들은 인권위에서 놔두나."
1446,여자만 있으면 결국 여자가 도태된거지 여자끼리 싸우고 ㅋㅋㅋㅋ 그냥 정신나간 여자들임 반대는 왜 생각을 못할까? 인공 자궁 인공난자등으로 자가 생식이 가능한 시대가 오면 여자의 난자나 자궁이 필요없어지면? ㅎㅎ
1447,남자가 사라지면 냉동된 정자를 사용하면되지. 근데 그 정자로 태어난 생명의 반은 남자지. 그래서 결론은 남자가 사라 질리가 없쟎아. 새로 태어난 남자를 성인 때까지 키우고 정자만 채취하고 모두 죽여서 권력을 여자들이 누리겠다는 이상향을 꿈꾸고 있는걸까? 그런 사회가 된다면 결국 대체가능한힘은 여자가 잃지. 한바퀴만으로 사회는 굴러가지 않아지금 남녀문제의 핵심은 남녀 본질적 문제가 아냐?소수에게 자원이 집중되는 자본주의 문제지. 그 소수가 가진것을 뺏어올 힘이 없으니 실패한 남성들것을 뺏어보자니 그 사이가 좋겠어?
1448,김진경씨..아이를 양육하며 필요한 것은 물질이나 돈이 다가 아닙니다. 진경씨도 글에 썼듯이 함께하는 가정이고 희생이고 돌봄과 사랑이지요. 피는 물 보다 진하다고 하지요. 목숨바쳐 지켜 줄 아빠가 혈육을 넘어서 나오면 얼마나 좋겠습니까? 그러나 왜 순리를 놔두고 어려운 길로 돌아서 순리를 깨며 돌아가야 할까요? 진경씨의 친구아들은 아빠가 보고 싶지 않을까요? 아빠를 놔두고 다른 사람을 아빠로 찾는 D처럼 왜 제겐 저 글이 공허한 외침처럼 들릴까요? 안타깝습니다. 비혼출산은 아이에게 아버지를 없애고 그 과정도 생략한 이기적 출산입니다.
1449,아빠도 돈 주면서 계약하고 쓰던가 거참 요구하는 거 더럽게 많네 한국 여자들은 ㅇㅇ
1450,키운 사람이 어머니이다.
1451,"혼자 돈 벌기 어려우면 여성 취업이나, 경력 단절에 왜 외면할까 ㅇㅅㅇ 그래놓고 아버지의 책임 어깨 이런다 ㅋㅋㅋㅋㅋㅋㅋㅋ"
1452,비혼 출산도 나쁘진 않지...근데 힘들때 애완견 버리듯이 고아원에 못버리도록 조치도 함께해라.
1453,결혼해서 애낳고 이혼하느니 차라리 혼자 낳고 키우는게 나은 듯
1454,육아가 힘들어서 결혼해도 애 안 낳는데 비혼출산이 있어봤자 얼마나 있을까?
1455,좀더 신중해야 할듯 본인은 좋아서 하는 행동이지만 아이에게는 상ㅈ더가 될수도 있음을 명심해야 하겠다
1456,많진 않을 것 같은데... ; 둘이 하나 키워도 힘든 세상에 사오리씨는 경제적 여유도 있고 조부모님의 도움도 가능하니 다행이지만 보통 젊은 나이에 연예인만큼 벌기도 힘들고 .. 그런 마음 먹는 사람은 굉장히 드물 것 같아서 괜한 걱정인 듯..;
1457,여자는 비혼출산이 가능하다지만 남자는 불가능한데 비혼출산이 문제가 안된다면 남자들은 대리모를 통해 출산하는것도 문제가 안돼야하지 않을까싶다.
1458,앞으로 대한민국 인구수는 더욱 더 줄어들 것.
1459,사유리 쓸데없는 짓 해서 민폐끼치네!!아주 인구 늘리려고 별 짓을 다하는 것 같네존엄사/안락사에 관련된 법률이나 제정해라~
1460,비혼출산도 돈있어야 하지.
1461,그래도 여자는 원하면 애를 갖을수는 있네
1462,애들은 애완동물이 아니다 신중에 신중을 기해서 낳아라 둘이 키우기도 힘든데 혼자 키우려면 일상 포기해야된다 다시말하지만 애들은 애완동물이 아니다
1463,"개인의 선택이라고 아무나 정자기증 비혼출산을 하게 해선 안된다! 정자기증 비혼출산이라도 해야하는 이유, 명분에 기준을 두고 허가를 받아야 할수있게 해야한다."
1464,개인의 선택임.
1465,힘들땐 애들 방치하거나 버리는 경우가 생기니 제도적으로 허용치 않는거죠
1466,정상가족은 없다당신의 자녀가 비혼출산을 한다면 좋다하고응원할겁니까?아빠 없이 커도 괜찮습니까?인간의 이기적인 욕심으로 비혼출산을 할 결과에대해서는 생각해보지 않습니까?아이에게 미치는 영향은요?정상가족은 없다 참'''해괴망측한 소리네요나라와가정이 무너지는 소리입니다
1467,과연 혼자 애 키울 수 있는 능력있는 한녀가 몇명이나 될까 지들 앞가림도 못해서 취집이나 하려는것들이 ㅋ
1468,ㄴㄱㅁ
1469,"찬성입니다 남자들 결혼 뒤에도 다니던 직장만 그냥 다니면서도 유세부리고 집에서 여자들 하는 일 없다 비난하기 일쑤인데 그 좋고 부러운 집에서 애보기, 너네도 하세요."
1470,그래 1년 6개월 유급휴직 3년까지 무급휴직 남녀 각각 부여해라 왜 합산 부과해서 관습적으로 여자만 쓰게 만드냐
1471,나도 여자지만 이거 악용하는 여자들 많아서 별로... 악용하는것들때문에 같은 여자들만 더 힘들어지고 취업 이직 등에서 피해보고 너무 싫다
1472,탁상행정의 발상임. 지금까지 실패한 정책을 계속 반복만 하는.
1473,날 죽인다고 해도 비혼임. 남 여 차별 이런것은 2순위고. 1순위는 결혼이라는 것 자제가 성격상 맞지 않음. 대신 비혼출산 기혼출산은 찬성임. 비출산 딩크도 찬성임. 억지로 시키면 누가 인생을 살아! 그리고 아무리 남자를 사랑해도 결혼은 안함.
1474,탁상행정 발상임. 지금까지 실패한 정책 답습만 하는. 그리고 내가 진짜 여자다! 현실을 직시하는. hana****님아! 비혼 대 찬성임. 사화적 기업이 모두 양보하는 결정을 내린다면. 개인의 삶은 국가가 정하는게 아니다! 국민 개개인이 국가 아바타도 아니고. 그리고 비혼모 사유리 행복이 우선임. 그 자를 걱정하기 이전에. 대한민국 여성이 비혼이던 기혼이던 어떤 선택을 하건 국가가 막을일은 아니지. 비혼출산도 기혼출산도... 어떤 경우에도 자가 우선이 아니고 모가 우선임. 결혼과 출산은 별개의 문제다! 모가 즐거워야 자가 즐겁다!
1475,혼자 조용히 먹고 살다 가겠다는데 말만 응원한답시고 비비꼬는 댓글밖에 없네. 도태남 될까봐 발악하는거지~ 사유리 뉴스에도 도태남들 부들부들 대는 소리 천지드만ㅎㅎㅎㅎㅎㅎ
1476,비혼 하는건 여자들인데 왜 댓 남자들이 발작버튼 눌려서 부들부들 떠는지 모르겠네ㅋ본인들 도태될까봐 무서운가봄 깔깔깔~~도태남 아니면 비혼 욕할 이유가 없는데 자기 얼굴에 침 뱉기란걸 모르나봄 역시 도태남 클라스~~
1477,비혼 책 많이 산다는 기사에 피해본거 있나 뭐가 화가난건지..자기랑 결혼 안해줄까봐 위기감들어서 급발진하는건가?참 알다가도 모를 한국 남자들ㅋㅋㅋ
1478,비혼주의 여자분들 힘내세요...밑에 악플 다는 것들은...여자 못만나서 열등감 많거나 사회에서 여자들한테 무시 많이 받아서 그런거에요..저도 비혼 남자입니다..제 소유 아파트 차 다 있고...여자친구랑도 연애 잘하고 있고 고양이도 키우고 퇴근하면 취미로 헬스 다닌지 6년째입니다. 여자들도 능력되고 결혼 생각 없으면 비혼인거죠 뭐
1479,남자들은 혼자 사는 여성이 마치 대단한 피해라도 주는냥 댓글 써놨네 현실에선 남자들이 여자죽이고 다니는데
1480,진지하게 궁금해서 그러는데 이 기사를 보고 남자들이 화날 이유가 대체 뭐임?.. ㅈㄴ 이해 안 가네
1481,대체 왜 화났지ㅋㅋㅋ비혼 하는 사람들이 남자 죽이고 다님? ㅋㅋㅋㅋㅋㅋㅋ성범죄저지르고 다님? ㅋㅋㅋㅋ 묻지마 폭행하고 다님? ㅋㅋㅋㅋ책읽는게 싫은건가 똑똑해지지 말라고 발악하는거? ㅋㅋㅋㅋ
1482,산수만 할 줄 알아도 비혼을 선택하게 될 수 밖에 없다. 결혼했을때의 본인 삶의 득실을 따져보면 한쪽에 특히 더 손해인 기형적인 제도에 스스로 발을 들여놓긴 힘들것
